wall_time,step,value
1775323691.1371827,10000,108.38336181640625
1775323713.8659635,20000,-45.4426155090332
1775323735.2508686,30000,-54.05526351928711
1775323757.9074128,40000,-113.6796875
1775323779.6611722,50000,96.3028335571289
1775323802.3369262,60000,-43.790245056152344
1775323824.2594855,70000,-89.06105041503906
1775323846.8926196,80000,-143.1433868408203
1775323868.942173,90000,42.662967681884766
1775323891.7538965,100000,10.839012145996094
1775323912.9801865,110000,-126.40900421142578
1775323935.9539828,120000,-143.6419677734375
1775323957.9013824,130000,11.20545768737793
1775323980.14519,140000,-59.792823791503906
1775324001.4668882,150000,-102.54876708984375
1775324023.5931394,160000,-112.74788665771484
1775324045.216038,170000,57.49369812011719
1775324067.8652813,180000,-26.355791091918945
1775324089.045721,190000,-61.26386642456055
1775324111.6129427,200000,-72.16627502441406
1775324130.6362278,210000,-6.143637180328369
1775324153.23325,220000,-22.769805908203125
1775324174.7602942,230000,-43.59598922729492
1775324197.376608,240000,-116.15913391113281
1775324219.381981,250000,-42.15403747558594
1775324242.1315663,260000,1.4972604513168335
1775324263.7412627,270000,-38.96222686767578
1775324285.4722838,280000,-67.28992462158203
1775324307.6603796,290000,-55.18254852294922
1775324330.5222645,300000,-73.81415557861328
1775324352.111495,310000,-144.0789031982422
1775324374.3075352,320000,-56.73749923706055
1775324396.7613754,330000,-33.978004455566406
1775324419.1844656,340000,-65.66764068603516
1775324440.1296146,350000,-63.422386169433594
1775324462.3604395,360000,-67.5649642944336
1775324484.7403553,370000,13.204133987426758
1775324507.1995988,380000,-20.501115798950195
1775324528.3222528,390000,-71.59359741210938
1775324550.4436738,400000,-111.66117858886719
1775324572.4569066,410000,28.52073860168457
1775324594.9855826,420000,-47.483619689941406
1775324616.0875194,430000,-4.522989749908447
1775324638.443933,440000,-5.983304023742676
1775324660.4062066,450000,-39.87551498413086
1775324682.8151708,460000,-111.25833892822266
1775324704.1446366,470000,-103.42059326171875
1775324726.0092666,480000,-42.04010772705078
1775324748.137883,490000,7.2827911376953125
1775324770.5227726,500000,-81.02030181884766
1775324792.3045666,510000,-59.047359466552734
1775324814.9941359,520000,-89.22856903076172
1775324834.1217413,530000,37.07585906982422
1775324857.2377312,540000,-42.62628936767578
1775324878.625297,550000,-73.87018585205078
1775324901.4784138,560000,-54.306846618652344
1775324922.9452155,570000,-8.90674877166748
1775324945.6049833,580000,-4.855732440948486
1775324967.0663395,590000,-28.227636337280273
1775324990.2827523,600000,-54.068275451660156
1775325012.3741393,610000,-34.33015823364258
1775325035.0883722,620000,-105.47875213623047
1775325057.1766455,630000,-123.09088897705078
1775325079.610197,640000,-132.49952697753906
1775325101.7631545,650000,-33.138187408447266
1775325124.3107932,660000,-10.510333061218262
1775325146.0104432,670000,25.87747573852539
1775325168.5952415,680000,18.23565673828125
1775325190.2405117,690000,18.731884002685547
1775325212.321089,700000,-53.50700378417969
1775325234.0885239,710000,-84.95809936523438
1775325256.5341976,720000,-127.07563781738281
1775325278.1135144,730000,-75.41478729248047
1775325300.5245855,740000,-65.52861785888672
1775325322.060505,750000,-71.46205139160156
1775325344.7741978,760000,-49.186119079589844
1775325366.513563,770000,-29.336519241333008
1775325389.3135717,780000,-151.77633666992188
1775325410.8965442,790000,-167.01394653320312
1775325433.556221,800000,-164.12075805664062
1775325455.5617743,810000,-60.069580078125
1775325497.5030148,820000,-52.26856231689453
1775325517.8163614,830000,-61.08976364135742
1775325540.7209194,840000,-97.96906280517578
1775325562.1996589,850000,-139.40777587890625
1775325584.4472675,860000,-67.86512756347656
1775325606.8772023,870000,-8.43116569519043
1775325630.183121,880000,-146.27073669433594
1775325651.832862,890000,-105.189453125
1775325673.6147227,900000,-25.163448333740234
1775325696.1716993,910000,31.257638931274414
1775325718.5226145,920000,-32.51963806152344
1775325739.863241,930000,-28.366201400756836
1775325761.5465722,940000,-8.214902877807617
1775325783.821939,950000,21.934770584106445
1775325806.1317563,960000,-15.346650123596191
1775325827.8958702,970000,-113.22407531738281
1775325849.7065306,980000,-74.64806365966797
1775325871.829921,990000,5.487440586090088
1775325894.2463715,1000000,-84.74256134033203
1775325915.7294536,1010000,-112.96118927001953
1775325935.054449,1020000,-50.194435119628906
1775325957.6926584,1030000,8.935532569885254
1775325980.290094,1040000,-40.32330322265625
1775326001.5023973,1050000,-98.93397521972656
1775326024.282858,1060000,-29.29595375061035
1775326046.1984704,1070000,-29.442352294921875
1775326069.034958,1080000,6.695229530334473
1775326090.6916008,1090000,-4.348017692565918
1775326113.3164165,1100000,-5.021166801452637
1775326135.0948827,1110000,29.82701301574707
1775326157.9226913,1120000,-44.75035858154297
1775326179.5084198,1130000,-41.44003677368164
1775326202.0309374,1140000,-33.28270721435547
1775326223.7809727,1150000,-30.37220001220703
1775326246.603712,1160000,-90.7246322631836
1775326267.7305057,1170000,-114.16404724121094
1775326290.2365866,1180000,-107.0191421508789
1775326311.8645108,1190000,-13.734106063842773
1775326334.0157733,1200000,26.784467697143555
1775326355.0513406,1210000,18.961265563964844
1775326377.571165,1220000,-16.790569305419922
1775326426.8186076,1230000,0.9830275774002075
1775326449.3230116,1240000,31.38997459411621
