step,wall_time,Environment_Cumulative_Reward,Environment_Episode_Length,Losses_Policy_Loss,Losses_Value_Loss,Policy_Beta,Policy_Entropy,Policy_Epsilon,Policy_Extrinsic_Reward,Policy_Extrinsic_Value_Estimate,Policy_Learning_Rate
50000,1775866989.6804004,-2977.880859375,3999.0,0.02491186186671257,60.32661437988281,0.004986586980521679,2.1067116260528564,0.19973120093345642,-2977.880859375,-17.42240333557129,0.0002991936053149402
100000,1775867077.4795983,-1390.7509765625,3999.0,0.02365618757903576,28.61240005493164,0.004962213337421417,2.1021790504455566,0.1992427557706833,-1390.7509765625,-30.847593307495117,0.00029772825655527413
150000,1775867161.4206345,-1669.2047119140625,3999.0,0.022452346980571747,31.28536033630371,0.004937916528433561,2.083632469177246,0.19875584542751312,-1669.2047119140625,-36.858585357666016,0.00029626753530465066
200000,1775867250.4221888,-1035.2093505859375,3999.0,0.02435917593538761,48.74042892456055,0.0049135428853333,2.063162088394165,0.1982673853635788,-1035.2093505859375,-20.429868698120117,0.0002948021865449846
250000,1775867345.352045,309.6877136230469,3926.0,0.023486431688070297,70.97576904296875,0.00488654337823391,2.033254623413086,0.1977263242006302,309.6877136230469,4.35361385345459,0.0002931789495050907
300000,1775867443.915879,1151.123046875,3999.0,0.026274582371115685,145.53201293945312,0.004862230271100998,1.978406310081482,0.19723908603191376,1151.123046875,17.927989959716797,0.0002917172387242317
350000,1775867548.16389,830.51806640625,3045.8125,0.022028815001249313,284.7938537597656,0.004837977234274149,1.9526526927947998,0.19675305485725403,830.51806640625,23.34145164489746,0.00029025913681834936
400000,1775867644.7480168,1718.2020263671875,2582.4736328125,0.025899900123476982,418.21624755859375,0.004813613835722208,1.9006937742233276,0.19626480340957642,1718.2020263671875,67.47785186767578,0.00028879439923912287
450000,1775867746.171933,3710.882080078125,2723.470703125,0.02312031202018261,543.3607177734375,0.004789289087057114,1.8723509311676025,0.19577734172344208,3710.882080078125,115.37987518310547,0.00028733201907016337
500000,1775867850.2556791,4747.31591796875,3594.13330078125,0.023231109604239464,406.3355712890625,0.004762245342135429,1.8935766220092773,0.19523538649082184,4747.31591796875,98.4652328491211,0.00028570613358169794
550000,1775867952.034321,2651.656494140625,3440.84619140625,0.02642737701535225,461.4007568359375,0.004737907089293003,1.8866000175476074,0.19474762678146362,2651.656494140625,109.97488403320312,0.0002842429094016552
600000,1775868055.7544646,6123.623046875,3844.25,0.024030210450291634,435.2821044921875,0.0047135851345956326,1.8843806982040405,0.19426022469997406,6123.623046875,144.36734008789062,0.000282780674751848
650000,1775868159.345362,3288.2568359375,3620.5,0.021309489384293556,513.2576293945312,0.004686570726335049,1.8340229988098145,0.19371885061264038,3288.2568359375,139.60874938964844,0.0002811565645970404
700000,1775868260.167851,4838.484375,3039.13330078125,0.02362685650587082,573.4017944335938,0.0046621887013316154,1.8417385816574097,0.19323022663593292,4838.484375,177.57691955566406,0.0002796906919684261
750000,1775868362.2661436,8070.51220703125,3275.9375,0.02328363060951233,479.6278076171875,0.004638246260583401,1.8162000179290771,0.19275042414665222,8070.51220703125,228.45799255371094,0.00027825130382552743
800000,1775868459.414499,1541.128173828125,3642.166748046875,0.02520805597305298,622.5090942382812,0.0046142758801579475,1.8571447134017944,0.19227005541324615,1541.128173828125,84.44306182861328,0.00027681016945280135
850000,1775868562.5302346,4308.39892578125,3828.46142578125,0.02353319153189659,715.6936645507812,0.004590325057506561,1.8496593236923218,0.19179008901119232,4308.39892578125,84.93904113769531,0.00027537025744095445
900000,1775868664.5858693,3435.102783203125,3210.7646484375,0.02655711956322193,439.6835632324219,0.004563691560178995,1.8118382692337036,0.1912563443183899,3435.102783203125,141.77752685546875,0.00027376902289688587
950000,1775868819.3112202,3351.728515625,3373.636474609375,0.021342018619179726,934.5237426757812,0.004539287183433771,1.8447346687316895,0.19076727330684662,3351.728515625,84.0335922241211,0.000272301840595901
1000000,1775868922.942812,822.50439453125,3747.916748046875,0.026508470997214317,805.1768188476562,0.004514985252171755,1.874112606048584,0.1902802586555481,822.50439453125,4.203310966491699,0.0002708407992031425
1050000,1775869024.6201165,-1321.942626953125,3244.941162109375,0.024276360869407654,525.073974609375,0.0044879610650241375,1.8491196632385254,0.1897387057542801,-1321.942626953125,10.94782543182373,0.0002692161069717258
1100000,1775869122.3725655,-48.10057067871094,3724.923095703125,0.02170383371412754,647.2044677734375,0.004463628400117159,1.8267700672149658,0.18925106525421143,-48.10057067871094,71.50485229492188,0.00026775323203764856
1150000,1775869224.55256,3069.301513671875,2868.64697265625,0.024110285565257072,1040.6556396484375,0.00443934416398406,1.8057498931884766,0.18876442313194275,3069.301513671875,91.03721618652344,0.00026629326748661697
1200000,1775869326.3902285,2296.2197265625,3442.541748046875,0.025224188342690468,689.5325317382812,0.0044123041443526745,1.8288133144378662,0.18822252750396729,2296.2197265625,76.50782012939453,0.00026466758572496474
1250000,1775869425.8444436,1961.627197265625,2448.0,0.024932708591222763,1065.4613037109375,0.004387989174574614,1.8229930400848389,0.18773525953292847,1961.627197265625,94.36336517333984,0.0002632057876326144
1300000,1775869528.4947236,4069.20068359375,3457.71435546875,0.021719984710216522,1072.749267578125,0.004363556858152151,1.8021689653396606,0.18724562227725983,4069.20068359375,138.4863739013672,0.00026173688820563257
1350000,1775869625.3479357,4963.3232421875,3108.3125,0.02372066304087639,984.3289184570312,0.004339280538260937,1.7936749458312988,0.1867591291666031,4963.3232421875,163.91712951660156,0.00026027741841971874
1400000,1775869728.115304,7408.8037109375,3576.642822265625,0.024264512583613396,813.2175903320312,0.004314869176596403,1.768977165222168,0.18626992404460907,7408.8037109375,205.92202758789062,0.00025880979956127703
