wall_time,step,value
1775866989.684077,50000,0.19973120093345642
1775867077.481631,100000,0.1992427557706833
1775867161.422664,150000,0.19875584542751312
1775867250.4252357,200000,0.1982673853635788
1775867345.3535178,250000,0.1977263242006302
1775867443.918393,300000,0.19723908603191376
1775867548.1664307,350000,0.19675305485725403
1775867644.7574317,400000,0.19626480340957642
1775867746.1620858,450000,0.19577734172344208
1775867850.2642696,500000,0.19523538649082184
1775867952.0364523,550000,0.19474762678146362
1775868055.7569833,600000,0.19426022469997406
1775868159.3478708,650000,0.19371885061264038
1775868260.17652,700000,0.19323022663593292
1775868362.2681584,750000,0.19275042414665222
1775868459.4217196,800000,0.19227005541324615
1775868562.5240898,850000,0.19179008901119232
1775868664.589398,900000,0.1912563443183899
1775868819.3122435,950000,0.19076727330684662
1775868922.9327412,1000000,0.1902802586555481
1775869024.6221468,1050000,0.1897387057542801
1775869122.3807356,1100000,0.18925106525421143
1775869224.5545657,1150000,0.18876442313194275
1775869326.3983543,1200000,0.18822252750396729
1775869425.8535593,1250000,0.18773525953292847
1775869528.497063,1300000,0.18724562227725983
1775869625.3561783,1350000,0.1867591291666031
1775869728.1265535,1400000,0.18626992404460907
1775869831.072294,1450000,0.18572816252708435
1775869926.6391163,1500000,0.18524067103862762
1775870031.061766,1550000,0.18475379049777985
1775870129.8549268,1600000,0.1842666119337082
1775870218.3123648,1650000,0.18377749621868134
1775870317.1890795,1700000,0.18323573470115662
1775870416.8019114,1750000,0.18274812400341034
1775870519.645024,1800000,0.18226079642772675
