wall_time,step,value
1775301241.4846506,20000,991.8477783203125
1775301257.9096956,30000,1362.48486328125
1775301274.9131253,40000,673.7643432617188
1775301291.844923,50000,738.183837890625
1775301309.03016,60000,1466.6591796875
1775301325.3407414,70000,1511.6138916015625
1775301342.2586758,80000,1188.953857421875
1775301359.3958728,90000,769.9973754882812
1775301376.7309055,100000,1060.90673828125
1775301393.1318223,110000,642.2462768554688
1775301410.0636,120000,956.0822143554688
1775301427.318107,130000,844.9247436523438
1775301459.0355375,150000,463.5487365722656
1775301476.1594641,160000,454.7909851074219
1775301493.1758928,170000,574.6583862304688
1775301510.4458632,180000,880.513427734375
1775301527.1431923,190000,584.0487060546875
1775301544.6413143,200000,766.468505859375
1775301561.1375751,210000,526.0549926757812
1775301578.219939,220000,637.5812377929688
1775301594.6959276,230000,1105.6878662109375
1775301612.1898036,240000,977.58056640625
1775301628.7130973,250000,1147.966064453125
1775301645.958077,260000,2037.40869140625
1775301662.5358958,270000,1679.0166015625
1775301679.8053548,280000,1391.4609375
1775301696.3690352,290000,1034.348876953125
1775301713.4980037,300000,624.9909057617188
1775301730.1667187,310000,968.501953125
1775301747.2975743,320000,1554.276611328125
1775301778.986851,340000,1175.68310546875
1775301795.576335,350000,1336.595458984375
1775301812.9061055,360000,1306.6063232421875
1775301829.4444475,370000,790.0120849609375
1775301846.8495142,380000,1327.1883544921875
1775301863.3219526,390000,846.8701782226562
1775301880.7974384,400000,508.357177734375
1775301897.2839117,410000,659.7830200195312
1775301914.3177059,420000,1920.9044189453125
1775301930.9828331,430000,1712.7755126953125
1775301948.0968657,440000,725.4163818359375
1775301964.4405758,450000,283.1688537597656
1775301981.5327418,460000,1491.1044921875
1775301998.0487158,470000,1021.7719116210938
1775302015.2712467,480000,1399.05126953125
1775302031.7351058,490000,1037.7982177734375
1775302048.7760584,500000,1623.064208984375
1775302065.6289523,510000,1039.6048583984375
1775302082.8476906,520000,432.1133117675781
1775302099.4720688,530000,1008.9736938476562
1775302116.7096503,540000,618.1387939453125
1775302133.327625,550000,1176.0968017578125
1775302150.1754563,560000,1166.58349609375
1775302181.9074347,580000,1196.843017578125
1775302198.613443,590000,1341.072265625
1775302215.8383152,600000,993.9500122070312
1775302232.1190376,610000,1439.2724609375
1775302249.281686,620000,929.7349243164062
1775302265.7367508,630000,1229.861328125
1775302282.9644198,640000,1887.217529296875
1775302299.2167192,650000,996.757080078125
1775302316.3877852,660000,1389.3017578125
1775302333.054035,670000,1008.9078979492188
1775302350.2721996,680000,1094.3919677734375
1775302366.9941514,690000,1099.0675048828125
1775302383.7740686,700000,1331.839111328125
1775302400.4095976,710000,1705.315185546875
1775302417.6170576,720000,931.1024169921875
1775302434.130265,730000,1580.9742431640625
1775302451.1947136,740000,1037.0797119140625
1775302467.9271328,750000,1288.7208251953125
1775302485.1078866,760000,1315.6109619140625
1775302501.7318683,770000,915.4839477539062
1775302518.926254,780000,1479.427734375
1775302535.5538857,790000,1804.5968017578125
1775302552.709943,800000,1322.310302734375
1775302569.3125474,810000,1544.181884765625
1775302586.492858,820000,1060.3687744140625
1775302603.0103896,830000,1117.021240234375
1775302620.038325,840000,1581.5714111328125
1775302636.6338696,850000,1543.7818603515625
1775302653.7835603,860000,1085.393798828125
1775302670.4286692,870000,1273.974365234375
1775302687.5007915,880000,1356.0592041015625
1775302719.0389278,900000,1228.9521484375
1775302735.9889903,910000,2175.583251953125
1775302753.0782468,920000,907.6544189453125
1775302769.7498748,930000,1392.3670654296875
1775302786.7077065,940000,1340.8941650390625
1775302803.4261196,950000,1088.115966796875
1775302820.7411945,960000,1074.4554443359375
1775302838.940262,970000,1350.3843994140625
1775302855.8239076,980000,929.670166015625
1775302872.8063164,990000,1757.378173828125
1775302889.7105875,1000000,1146.369384765625
1775302906.7732437,1010000,1281.3248291015625
1775302923.6175067,1020000,1940.986083984375
1775302940.513143,1030000,1377.1102294921875
1775302957.4349535,1040000,1116.518798828125
1775302974.207969,1050000,1162.6904296875
1775302991.20467,1060000,1435.79052734375
1775303008.2074702,1070000,1950.7479248046875
1775303025.1448338,1080000,1770.6734619140625
1775303041.8243346,1090000,1845.774169921875
1775303058.9332323,1100000,1618.0447998046875
1775303075.8698204,1110000,1544.7650146484375
1775303092.746666,1120000,1026.5791015625
1775303109.4146426,1130000,1491.3590087890625
1775303126.1982262,1140000,965.5427856445312
1775303143.052982,1150000,1266.8050537109375
1775303160.1484654,1160000,1042.1949462890625
1775303176.921408,1170000,1380.9539794921875
1775303193.3342526,1180000,1090.4022216796875
1775303210.1823134,1190000,1590.8529052734375
1775303227.1724892,1200000,1636.7493896484375
1775303243.8103328,1210000,1546.7164306640625
1775303260.617874,1220000,1201.3377685546875
1775303292.3143928,1240000,1554.2821044921875
1775303309.1614823,1250000,1535.478515625
1775303325.6409447,1260000,1517.2344970703125
1775303342.5169592,1270000,1770.638916015625
1775303359.3771,1280000,1329.3056640625
1775303376.299681,1290000,1828.7099609375
1775303392.952236,1300000,1387.257080078125
1775303409.890768,1310000,1313.48828125
1775303426.6167166,1320000,1608.718505859375
1775303443.3115993,1330000,2103.965087890625
1775303460.163731,1340000,1361.38134765625
1775303477.1230574,1350000,1658.21240234375
1775303493.8135247,1360000,1553.2928466796875
1775303510.8471048,1370000,1385.323974609375
1775303527.6695633,1380000,1129.5673828125
1775303544.4717565,1390000,10891.9423828125
1775303560.9815204,1400000,1824.9466552734375
1775303577.8922598,1410000,1739.6942138671875
1775303594.5551322,1420000,1544.675537109375
1775303611.3326907,1430000,1829.0179443359375
1775303627.9410899,1440000,1523.269775390625
1775303644.711947,1450000,1530.7208251953125
1775303661.5299413,1460000,1135.477783203125
1775303678.252156,1470000,1480.259521484375
1775303695.0444603,1480000,1413.6485595703125
1775303711.8518493,1490000,1235.901611328125
1775303728.4223578,1500000,1405.9842529296875
1775303745.258948,1510000,1178.63671875
1775303762.0195782,1520000,1240.4119873046875
1775303779.144954,1530000,1442.1114501953125
1775303796.0619934,1540000,1609.7939453125
1775303813.048544,1550000,1239.74853515625
1775303829.7995677,1560000,854.961669921875
1775303846.703797,1570000,1115.7313232421875
1775303863.5330648,1580000,2240.552001953125
1775303895.6482549,1600000,1923.5753173828125
1775303912.7677853,1610000,658.7052001953125
1775303929.7194486,1620000,947.1358032226562
1775303946.3649805,1630000,714.97119140625
1775303963.1614716,1640000,1628.4027099609375
1775303980.3396056,1650000,1059.467041015625
1775303996.8006759,1660000,1494.5338134765625
1775304013.6409924,1670000,1341.153564453125
1775304030.524111,1680000,1507.468505859375
1775304047.572758,1690000,1331.5869140625
1775304064.1273012,1700000,750.0794067382812
1775304081.1793094,1710000,1340.0091552734375
1775304097.8346665,1720000,1109.679443359375
1775304114.7352674,1730000,1083.6396484375
1775304131.1242714,1740000,859.1356811523438
1775304147.8531973,1750000,1128.9403076171875
1775304164.4692624,1760000,2010.6949462890625
1775304181.1714053,1770000,1332.1785888671875
1775304197.726198,1780000,1988.8499755859375
1775304214.7773824,1790000,983.5523071289062
1775304231.5750325,1800000,1298.965087890625
1775304248.6371899,1810000,1717.7769775390625
1775304265.1792104,1820000,1339.2144775390625
1775304282.060593,1830000,1224.302490234375
1775304298.612812,1840000,700.3908081054688
1775304315.4178476,1850000,1068.4556884765625
1775304331.838603,1860000,1270.884033203125
1775304348.803163,1870000,1010.0003662109375
1775304365.3819244,1880000,1199.9698486328125
1775304382.3294308,1890000,1128.8792724609375
1775304399.1295357,1900000,1224.1900634765625
1775304416.0815737,1910000,720.1085205078125
1775304433.025723,1920000,1707.8560791015625
1775304449.7344356,1930000,1372.04052734375
1775304466.3661153,1940000,1428.5118408203125
1775304498.1990085,1960000,979.6365356445312
1775304515.1862667,1970000,1664.3045654296875
1775304532.009078,1980000,1308.751953125
1775304548.9599812,1990000,1459.3751220703125
1775304566.0929651,2000000,1430.9483642578125
