step,wall_time,Environment_Cumulative_Reward,Environment_Episode_Length,Losses_Policy_Loss,Losses_Value_Loss,Policy_Beta,Policy_Entropy,Policy_Epsilon,Policy_Extrinsic_Reward,Policy_Extrinsic_Value_Estimate,Policy_Learning_Rate
10000,1775301223.891238,,,,,,2.2952475547790527,,,107.96663665771484,
20000,1775301241.4836533,,,0.02555493637919426,991.8477783203125,0.004972854629158974,2.303759813308716,0.19945600628852844,,-18.725698471069336,0.0002983679878525436
30000,1775301257.9091053,,,0.022685209289193153,1362.48486328125,0.004945708904415369,2.3186299800872803,0.19891199469566345,,-35.47911834716797,0.00029673599055968225
40000,1775301274.912113,-1218.2078857421875,3999.0,0.024656157940626144,673.7643432617188,0.004918563179671764,2.318321466445923,0.19836799800395966,-1218.2078857421875,-138.0616912841797,0.0002951039932668209
50000,1775301291.8439226,-4785.6943359375,,0.019589554518461227,738.183837890625,0.0048922160640358925,2.31449556350708,0.19784000515937805,-4785.6943359375,118.6287841796875,0.0002935199881903827
60000,1775301309.03016,,,0.019717728719115257,1466.6591796875,0.004865070339292288,2.3027243614196777,0.19729599356651306,,-105.5102310180664,0.0002918879908975214
70000,1775301325.3397353,,,0.02060432732105255,1511.6138916015625,0.004837924614548683,2.3031580448150635,0.19675199687480927,,-224.57125854492188,0.00029025599360466003
80000,1775301342.2576542,-5558.04736328125,3999.0,0.024368826299905777,1188.953857421875,0.004810779355466366,2.338620901107788,0.19620800018310547,-5558.04736328125,-239.83261108398438,0.0002886239963117987
90000,1775301359.395368,-3813.714111328125,,0.024869976565241814,769.9973754882812,0.004784431774169207,2.3467795848846436,0.19568000733852386,-3813.714111328125,107.49501037597656,0.0002870399912353605
100000,1775301376.729401,,,0.024012282490730286,1060.90673828125,0.004757286515086889,2.3385708332061768,0.19513599574565887,,-0.10973025858402252,0.00028540799394249916
110000,1775301393.1313014,,,0.026527853682637215,642.2462768554688,0.004730140790343285,2.338942289352417,0.19459199905395508,,-23.997472763061523,0.0002837759966496378
120000,1775301410.0630946,-258.4609069824219,3999.0,0.018023161217570305,956.0822143554688,0.00470299506559968,2.3508388996124268,0.19404800236225128,-258.4609069824219,-124.55693054199219,0.0002821439993567765
130000,1775301427.3175943,8941.142578125,,0.02002994902431965,844.9247436523438,0.004676647949963808,2.348252534866333,0.19351999461650848,8941.142578125,122.0078353881836,0.0002805599942803383
140000,1775301442.5644696,,,,,,2.342902898788452,,,82.76790618896484,
150000,1775301459.038593,,,0.024631410837173462,463.5487365722656,0.004649502225220203,2.348315715789795,0.1929759979248047,,90.2031021118164,0.00027892799698747694
160000,1775301476.157447,1986.1290283203125,3999.0,0.019765323027968407,454.7909851074219,0.004622356966137886,2.3352701663970947,0.1924320012331009,1986.1290283203125,-27.215225219726562,0.0002772959996946156
170000,1775301493.1753778,5324.41162109375,,0.030620891600847244,574.6583862304688,0.004596009384840727,2.3434157371520996,0.1919039934873581,5324.41162109375,108.59489440917969,0.0002757119946181774
180000,1775301510.4443555,,,0.023817162960767746,880.513427734375,0.0045688641257584095,2.326390027999878,0.1913599967956543,,-38.046749114990234,0.00027407999732531607
190000,1775301527.1395924,3429.866455078125,2061.0,0.028436969965696335,584.0487060546875,0.004543280228972435,2.3305366039276123,0.19084730744361877,3429.866455078125,-129.8155059814453,0.0002725419180933386
200000,1775301544.640315,-4090.96728515625,3999.0,0.02126491628587246,766.468505859375,0.004516294226050377,2.34214186668396,0.19030649960041046,-4090.96728515625,-153.73304748535156,0.00027091949596069753
210000,1775301561.1375751,,,0.023298589512705803,526.0549926757812,0.004489867482334375,2.3502538204193115,0.18977689743041992,,127.66476440429688,0.00026933071785606444
220000,1775301578.2184372,,,0.025611959397792816,637.5812377929688,0.004464158788323402,2.3462538719177246,0.18926170468330383,,103.74376678466797,0.0002677851007319987
230000,1775301594.6929045,7790.515625,3999.0,0.023173976689577103,1105.6878662109375,0.004437252879142761,2.324965238571167,0.18872250616550446,7790.515625,-35.31010818481445,0.0002661675098352134
240000,1775301612.1887884,-1196.0445556640625,3999.0,0.020427703857421875,977.58056640625,0.004411544185131788,2.3284740447998047,0.18820729851722717,-1196.0445556640625,-160.4879608154297,0.0002646219218149781
