wall_time,step,value
1775253034.3895922,20000,0.0002983679878525436
1775253054.4598908,30000,0.00029673599055968225
1775253075.2547677,40000,0.0002951039932668209
1775253096.4794312,50000,0.0002935199881903827
1775253117.3554013,60000,0.0002918879908975214
1775253136.9695086,70000,0.00029025599360466003
1775253157.5029604,80000,0.0002886239963117987
1775253177.5553496,90000,0.0002870399912353605
1775253198.0982664,100000,0.00028540799394249916
1775253218.2489605,110000,0.0002837759966496378
1775253238.806645,120000,0.0002821439993567765
1775253259.5287595,130000,0.0002805599942803383
1775253298.0410721,150000,0.00027892799698747694
1775253318.263445,160000,0.0002772959996946156
1775253338.9183254,170000,0.0002757119946181774
1775253359.3786058,180000,0.00027407999732531607
1775253378.4675715,190000,0.00027244800003245473
1775253397.8142333,200000,0.0002708160027395934
1775253418.4166226,210000,0.0002692319976631552
1775253439.0763075,220000,0.00026760000037029386
1775253458.823231,230000,0.0002659680030774325
1775253479.2271945,240000,0.00026433600578457117
1775253499.983442,250000,0.000262752000708133
1775253520.1580842,260000,0.00026112000341527164
1775253557.0600924,280000,0.0002594880061224103
1775253577.3232458,290000,0.0002579040010459721
1775253597.9025028,300000,0.00025627200375311077
1775253617.5199304,310000,0.0002546400064602494
1775253638.0030553,320000,0.0002530080091673881
1775253658.717347,330000,0.0002514240040909499
1775253679.859695,340000,0.00024979200679808855
1775253699.723699,350000,0.0002481600095052272
1775253719.6867263,360000,0.00024652801221236587
1775253739.25442,370000,0.0002449440071359277
1775253759.3877099,380000,0.00024331202439498156
1775253779.5390818,390000,0.000241680012550205
1775253800.5600908,400000,0.00024004801525734365
1775253837.521816,420000,0.0002384640247328207
1775253853.7611203,430000,0.00023683202743995935
1775253871.1770132,440000,0.00023520001559518278
1775253892.512537,450000,0.00023361602507065982
1775253913.5572164,460000,0.00023198402777779847
1775253933.4897428,470000,0.00023035203048493713
1775253954.4889648,480000,0.00022872001864016056
1775253975.891837,490000,0.0002271360281156376
1775253995.9767392,500000,0.00022550403082277626
1775254015.5117788,510000,0.0002238720189779997
1775254036.353791,520000,0.00022224002168513834
1775254057.4419355,530000,0.00022065603116061538
1775254077.118539,540000,0.00021902403386775404
1775254115.0725622,560000,0.00021739202202297747
1775254136.0361261,570000,0.0002158080314984545
1775254156.2419636,580000,0.00021417603420559317
1775254175.7871134,590000,0.0002125440223608166
1775254195.500537,600000,0.00021091202506795526
1775254216.4788198,610000,0.0002093280345434323
1775254237.1208303,620000,0.00020769603725057095
1775254256.4330459,630000,0.00020606402540579438
1775254277.1846137,640000,0.00020443202811293304
1775254297.906493,650000,0.00020284803758841008
1775254318.5938663,660000,0.0002012160257436335
1775254337.8138194,670000,0.00019958402845077217
1775254375.5198119,690000,0.0001980000379262492
1775254396.6538634,700000,0.00019636804063338786
1775254416.6118553,710000,0.0001947360287886113
1775254437.200238,720000,0.00019310403149574995
1775254457.7931538,730000,0.000191520040971227
1775254478.345391,740000,0.00018988804367836565
1775254497.807022,750000,0.00018825603183358908
1775254517.9848146,760000,0.00018662403454072773
1775254539.073918,770000,0.00018504004401620477
1775254560.2258127,780000,0.0001834080321714282
1775254580.7634969,790000,0.00018177603487856686
1775254601.6117523,800000,0.00018014403758570552
1775254622.763852,810000,0.00017856004706118256
1775254661.6855793,830000,0.000176928035216406
1775254683.1118999,840000,0.00017529603792354465
1775254704.1152103,850000,0.00017371204739902169
1775254724.9806554,860000,0.00017208003555424511
1775254744.8303473,870000,0.00017044803826138377
1775254764.5452902,880000,0.00016881604096852243
1775254785.2393167,890000,0.00016723205044399947
1775254806.7370062,900000,0.0001656000385992229
1775254826.7565818,910000,0.00016396804130636156
1775254847.162553,920000,0.00016233604401350021
1775254867.8758106,930000,0.00016075205348897725
1775254888.8644657,940000,0.00015912004164420068
1775254927.605718,960000,0.00015748804435133934
1775254948.6546235,970000,0.00015590405382681638
1775254969.6878595,980000,0.0001542720419820398
1775254989.4423223,990000,0.00015264004468917847
1775255010.0467315,1000000,0.00015100804739631712
1775255030.5797365,1010000,0.00014942405687179416
1775255050.951311,1020000,0.0001477920450270176
1775255070.9936178,1030000,0.00014616004773415625
1775255091.353788,1040000,0.0001445280504412949
1775255112.7786553,1050000,0.00014294404536485672
1775255133.8941877,1060000,0.00014131204807199538
1775255153.3793714,1070000,0.00013968005077913404
1775255174.4555697,1080000,0.0001380480534862727
1775255213.7437146,1100000,0.0001364640484098345
1775255233.7384267,1110000,0.00013483205111697316
1775255254.507406,1120000,0.00013320005382411182
1775255275.227073,1130000,0.00013161606329958886
1775255295.906848,1140000,0.0001299840514548123
1775255315.2953157,1150000,0.00012835205416195095
1775255335.408761,1160000,0.0001267200568690896
1775255355.8641467,1170000,0.00012513605179265141
