step,wall_time,Environment_Cumulative_Reward,Environment_Episode_Length,Losses_Policy_Loss,Losses_Value_Loss,Policy_Beta,Policy_Entropy,Policy_Epsilon,Policy_Extrinsic_Reward,Policy_Extrinsic_Value_Estimate,Policy_Learning_Rate
10000,1775244870.3527145,,,,,,2.193429946899414,,,-21.867130279541016,
20000,1775244890.608028,,,0.028516512364149094,49.3926887512207,0.004972854629158974,2.170614242553711,0.19945600628852844,,-31.75406837463379,0.0002983679878525436
30000,1775244910.4420886,,,0.02063867822289467,145.97015380859375,0.004945708904415369,2.1948397159576416,0.19891199469566345,,-53.335330963134766,0.00029673599055968225
40000,1775244930.2256284,-2138.6728515625,3999.0,0.025505706667900085,280.32989501953125,0.004918563179671764,2.1930928230285645,0.19836799800395966,-2138.6728515625,-63.67809295654297,0.0002951039932668209
50000,1775244950.6497989,-1150.1209716796875,,0.024231722578406334,103.45560455322266,0.0048922160640358925,2.2014565467834473,0.19784000515937805,-1150.1209716796875,-18.853452682495117,0.0002935199881903827
60000,1775244971.005739,,,0.021206632256507874,33.09751510620117,0.004865070339292288,2.196688413619995,0.19729599356651306,,-22.255762100219727,0.0002918879908975214
70000,1775244990.1904724,,,0.025357918813824654,108.92488861083984,0.004837924614548683,2.1974806785583496,0.19675199687480927,,-20.40876579284668,0.00029025599360466003
80000,1775245010.0608947,-766.220947265625,3999.0,0.025070972740650177,62.9570426940918,0.004810779355466366,2.204197645187378,0.19620800018310547,-766.220947265625,-24.583528518676758,0.0002886239963117987
90000,1775245031.0298543,-1412.0313720703125,,0.023151658475399017,49.565513610839844,0.004784431774169207,2.205411911010742,0.19568000733852386,-1412.0313720703125,-20.360177993774414,0.0002870399912353605
100000,1775245051.9952385,,,0.028905432671308517,56.570411682128906,0.004757286515086889,2.2046046257019043,0.19513599574565887,,-23.473323822021484,0.00028540799394249916
110000,1775245071.313417,,,0.018527913838624954,28.675935745239258,0.004730140790343285,2.2051846981048584,0.19459199905395508,,-22.46811866760254,0.0002837759966496378
120000,1775245091.4592645,-705.55908203125,3999.0,0.01799590326845646,22.569732666015625,0.00470299506559968,2.206878185272217,0.19404800236225128,-705.55908203125,-21.392412185668945,0.0002821439993567765
130000,1775245112.7197924,-959.5675659179688,,0.023390287533402443,46.82948303222656,0.004676647949963808,2.205671548843384,0.19351999461650848,-959.5675659179688,-18.09959602355957,0.0002805599942803383
140000,1775245130.92185,,,,,,2.193402051925659,,,-30.787622451782227,
150000,1775245150.6455142,,,0.021464211866259575,194.1526641845703,0.004649502225220203,2.2120165824890137,0.1929759979248047,,-42.019012451171875,0.00027892799698747694
160000,1775245170.656243,-571.1882934570312,3999.0,0.024283038452267647,47.536502838134766,0.004622356966137886,2.2109603881835938,0.1924320012331009,-571.1882934570312,-43.951255798339844,0.0002772959996946156
170000,1775245191.3494446,-13949.1494140625,,0.02314026840031147,39.94747543334961,0.004596009384840727,2.2071661949157715,0.1919039934873581,-13949.1494140625,-17.16020965576172,0.0002757119946181774
180000,1775245212.0554826,,,0.025529680773615837,59.15746307373047,0.0045688641257584095,2.1965866088867188,0.1913599967956543,,-26.97945785522461,0.00027407999732531607
190000,1775245232.0079203,,,0.018031850457191467,91.1889419555664,0.004541718401014805,2.2097690105438232,0.1908160001039505,,-38.14786148071289,0.00027244800003245473
200000,1775245251.9971464,-2403.219482421875,3999.0,0.021680006757378578,82.19222259521484,0.0045145726762712,2.216641426086426,0.1902720034122467,-2403.219482421875,-46.287540435791016,0.0002708160027395934
210000,1775245272.546746,-1187.5538330078125,,0.02808545157313347,81.64424896240234,0.004488225560635328,2.222318649291992,0.1897439956665039,-1187.5538330078125,-14.896773338317871,0.0002692319976631552
220000,1775245292.1014645,,,0.025310862809419632,235.21270751953125,0.004461079835891724,2.2236828804016113,0.1891999989748001,,-31.431659698486328,0.00026760000037029386
230000,1775245311.0050213,,,0.021510867401957512,281.6484680175781,0.004433934576809406,2.2252047061920166,0.1886560022830963,,-34.70960235595703,0.0002659680030774325
240000,1775245331.0912719,-1208.646484375,3999.0,0.01997058466076851,26.284940719604492,0.004406788852065802,2.228776454925537,0.18811200559139252,-1208.646484375,-25.320375442504883,0.00026433600578457117
250000,1775245351.6381679,-585.1825561523438,,0.024216873571276665,13.132854461669922,0.00438044173642993,2.234204053878784,0.18758399784564972,-585.1825561523438,-17.894540786743164,0.000262752000708133
260000,1775245371.5290713,,,0.025092249736189842,93.85684967041016,0.004353296011686325,2.2239577770233154,0.18704000115394592,,-20.205184936523438,0.00026112000341527164
270000,1775245388.161758,,,,,,2.204073429107666,,,-26.542612075805664,
280000,1775245407.2616444,-848.4483032226562,3999.0,0.027252424508333206,75.08106231689453,0.00432615028694272,2.2085087299346924,0.18649600446224213,-848.4483032226562,-22.85266876220703,0.0002594880061224103
290000,1775245428.0168476,-746.32080078125,,0.021741393953561783,23.000301361083984,0.0042998031713068485,2.222766399383545,0.18596799671649933,-746.32080078125,-16.751802444458008,0.0002579040010459721
300000,1775245448.2034843,,,0.02315177023410797,12.552379608154297,0.004272657446563244,2.2171719074249268,0.18542400002479553,,-19.426685333251953,0.00025627200375311077
310000,1775245467.5818443,,,0.02291727624833584,21.981843948364258,0.0042455121874809265,2.2172141075134277,0.18488000333309174,,-18.727134704589844,0.0002546400064602494
320000,1775245487.4014094,-636.87353515625,3999.0,0.021470941603183746,14.482008934020996,0.004218366462737322,2.221224546432495,0.18433600664138794,-636.87353515625,-18.609220504760742,0.0002530080091673881
330000,1775245507.8741229,-852.4312133789062,,0.02275177463889122,12.888164520263672,0.00419201934710145,2.219857931137085,0.18380799889564514,-852.4312133789062,-14.930813789367676,0.0002514240040909499
340000,1775245528.502389,,,0.02801990695297718,24.304460525512695,0.004164873622357845,2.183652877807617,0.18326400220394135,,-13.188650131225586,0.00024979200679808855
350000,1775245548.0400035,,,0.025673381984233856,14.857738494873047,0.004137727897614241,2.207646369934082,0.18272000551223755,,-16.058984756469727,0.0002481600095052272
360000,1775245568.1806304,-562.640380859375,3999.0,0.027912568300962448,17.182315826416016,0.004110582172870636,2.204275608062744,0.18217599391937256,-562.640380859375,-14.40093994140625,0.00024652801221236587
370000,1775245588.3410661,-556.212158203125,,0.021430565044283867,18.348886489868164,0.004084235057234764,2.213810920715332,0.18164800107479095,-556.212158203125,-15.366591453552246,0.0002449440071359277
380000,1775245608.917448,,,0.020626066252589226,46.835426330566406,0.004057089798152447,2.184047222137451,0.18110400438308716,,-17.609159469604492,0.00024331202439498156
390000,1775245628.711355,,,0.030141036957502365,46.90921401977539,0.004029944073408842,2.1693077087402344,0.18055999279022217,,-23.743696212768555,0.000241680012550205
400000,1775245648.8925607,-752.907470703125,3999.0,0.0192362442612648,35.63990783691406,0.004002798348665237,2.149083375930786,0.18001599609851837,-752.907470703125,-21.955015182495117,0.00024004801525734365
410000,1775245667.0991912,-962.288330078125,,,,,2.2290828227996826,,-962.288330078125,-14.92605972290039,
420000,1775245687.7488074,,,0.024579759687185287,7.253520965576172,0.0039764512330293655,2.2109158039093018,0.17948800325393677,,-17.19959831237793,0.0002384640247328207
430000,1775245707.3368986,,,0.022984618321061134,23.93294906616211,0.003949305508285761,2.202133893966675,0.17894400656223297,,-19.406766891479492,0.00023683202743995935
440000,1775245726.4326646,-598.5473022460938,3999.0,0.021756021305918694,31.036985397338867,0.003922159783542156,2.194639205932617,0.17839999496936798,-598.5473022460938,-20.055578231811523,0.00023520001559518278
450000,1775245746.5942893,-519.2160034179688,,0.02280397340655327,8.916467666625977,0.003895812900736928,2.215552806854248,0.17787200212478638,-519.2160034179688,-16.98847007751465,0.00023361602507065982
460000,1775245767.7641628,,,0.02508431114256382,24.685415267944336,0.0038686671759933233,2.199887275695801,0.17732800543308258,,-20.344697952270508,0.00023198402777779847
470000,1775245786.7905943,,,0.02483878843486309,63.30556869506836,0.0038415216840803623,2.1580393314361572,0.1767839938402176,,-28.732929229736328,0.00023035203048493713
